"","conservation","cluster","gene","human_AUC","marmoset_AUC","mouse_AUC","human_power","marmoset_power","mouse_power","human_avg.1","human_avg.2","marmoset_avg.1","marmoset_avg.2","mouse_avg.1","mouse_avg.2","human_prop.1","human_prop.2","marmoset_prop.1","marmoset_prop.2","mouse_prop.1","mouse_prop.2"
"KLF5","human_marmoset_mouse","Sst Chodl","KLF5",0.804,0.71,0.823,0.608,0.42,0.646,0.730100459215599,0.104299330859054,0.480457704365035,0.052798186270213,1.04154792327233,0.269418437002807,0.701492537313433,0.125762899944516,0.473684210526316,0.0670282836110035,0.829268292682927,0.280442804428044
"PPP2R5A","human","Sst Chodl","PPP2R5A",0.801,NA,NA,0.602,NA,NA,0.746666224816896,0.147086774141276,0.5617681986438,0.13224640426378,0.298016952802104,0.316604186501912,0.73134328358209,0.188551877196227,0.473684210526316,0.172413793103448,0.347560975609756,0.372439241633796
"MSMO1","human","Sst Chodl","MSMO1",0.8,NA,NA,0.6,NA,NA,0.917706239002738,0.261580800831059,0.371013412697676,0.0975378570316425,0.393769960391107,0.33458575792334,0.805970149253731,0.302108378028482,0.473684210526316,0.12979465323518,0.457317073170732,0.381346227255376
"BEND7","human","Sst Chodl","BEND7",0.8,NA,NA,0.6,NA,NA,0.700619719821542,0.118124700191798,0.313191713294091,0.102125286315967,0.172969014645236,0.0521786762308397,0.716417910447761,0.14730904383207,0.421052631578947,0.13056954668733,0.207317073170732,0.068329303982695
"TTC3","human_marmoset","Sst Chodl","TTC3",0.8,0.776,NA,0.6,0.552,NA,2.44148553917906,1.99345025186546,1.9194931494786,1.45475561542604,2.24014021957786,2.39706938863127,1,0.997410763824672,1,0.966162985922769,1,0.999363786741316
"PDE4D","human","Sst Chodl","PDE4D",0.8,NA,NA,0.6,NA,NA,3.45622567790224,2.80572891814228,1.65360497696892,2.31856323455724,2.45581227852165,2.47647722829521,1,0.993341964120584,0.789473684210526,0.981144259331009,1,0.995419264537473
"DDX5","human","Sst Chodl","DDX5",0.799,NA,NA,0.598,NA,NA,1.77562833865277,1.22862285712179,0.53827940376862,0.437825670288188,1.35919749558579,1.32905765970318,1,0.920843351211393,0.526315789473684,0.494123724654527,0.945121951219512,0.926453747296094
"HMGCS1","human","Sst Chodl","HMGCS1",0.797,NA,NA,0.594,NA,NA,1.14278761028671,0.425307938660439,0.313191713294091,0.210705834413348,0.659715863922524,0.520701286918471,0.850746268656716,0.466617347882375,0.368421052631579,0.26553015627018,0.658536585365854,0.539381600712559
"SYT4","human_marmoset_mouse","Sst Chodl","SYT4",0.797,0.707,0.725,0.594,0.414,0.45,1.06378459139296,0.394420292537081,0.632582533727991,0.215698571801254,1.12688352092513,0.614524455560332,0.835820895522388,0.433604586646939,0.631578947368421,0.270437814800465,0.859756097560976,0.599567374984095
"FBXL13","human","Sst Chodl","FBXL13",0.797,NA,NA,0.594,NA,NA,1.13312434636241,0.495636228162658,0.240228852182518,0.262507059102147,0.0616434489996793,0.0611630563448288,0.91044776119403,0.527371925282042,0.315789473684211,0.301175255069095,0.0853658536585366,0.0842346354498028
"ACACA","human_marmoset_mouse","Sst Chodl","ACACA",0.797,0.777,0.738,0.594,0.554,0.476,1.91291286527955,1.34992198193324,1.51077619733551,0.942958979357584,1.45463516784473,0.940416829060129,1,0.933142223044202,1,0.800206638253907,0.932926829268293,0.802010433897442
"SIPA1L1.1","human_marmoset","Sst Chodl","SIPA1L1",0.795,0.886,NA,0.59,0.772,NA,2.5390233067287,1.84762329464388,2.55628078449358,1.54449765849323,1.54414996517972,1.15994893631554,1,0.963380802663214,1,0.928193206767403,0.951219512195122,0.847563303219239
"GRIA3.2","human","Sst Chodl","GRIA3",0.794,NA,NA,0.588,NA,NA,2.4969335822338,1.62365273442421,0.425438347830862,1.5214002506369,1.24991379465579,1.5721836860262,0.985074626865672,0.862955428148696,0.421052631578947,0.857807051530415,0.908536585365854,0.827967934851762
"PAPSS1","human","Sst Chodl","PAPSS1",0.794,NA,NA,0.588,NA,NA,1.19998134607409,0.57626381035594,0.371013412697676,0.344741507108698,0.361732341274898,0.323123130127857,0.925373134328358,0.602829665248752,0.421052631578947,0.406948211287615,0.451219512195122,0.389108029011325
"XYLT1.1","human_marmoset_mouse","Sst Chodl","XYLT1",0.792,0.921,0.782,0.584,0.842,0.564,1.24419278659929,0.449989089350728,1.96862433776651,0.594810511931549,1.19421082680902,0.491691742481813,0.880597014925373,0.404290734233401,1,0.503164148262947,0.890243902439024,0.446239979641176
"RNF152","human_mouse","Sst Chodl","RNF152",0.789,NA,0.794,0.578,NA,0.588,0.76245755155873,0.173239957059286,0.634731059755373,0.198713559357068,0.789729924247173,0.148479537341157,0.746268656716418,0.192250786018125,0.578947368421053,0.223298463127987,0.713414634146341,0.176103830003817
"SND1","human_marmoset","Sst Chodl","SND1",0.787,0.754,NA,0.574,0.508,NA,1.56578640036091,0.849392677194663,1.38041101417031,0.819620165147757,0.777173589891305,0.72454274337034,0.955223880597015,0.756056963195857,1,0.743897714064316,0.76219512195122,0.701107011070111
"RFK","human","Sst Chodl","RFK",0.787,NA,NA,0.574,NA,NA,0.808318645807836,0.212184174395189,0.167265991070945,0.139677978445295,0.191311421922996,0.122238324098892,0.746268656716418,0.268633253190309,0.210526315789474,0.187653364329071,0.24390243902439,0.163252322178394
"LHFPL3.1","human_marmoset_mouse","Sst Chodl","LHFPL3",0.787,0.805,0.799,0.574,0.61,0.598,2.08270840195008,1.01909651049364,1.80596857287648,0.830274828897579,1.63376262929968,0.747379050011185,0.970149253731343,0.593952284076197,0.947368421052632,0.580266046751905,0.963414634146341,0.556177630741825
"ERO1LB","human","Sst Chodl","ERO1LB",0.784,NA,NA,0.568,NA,NA,1.43230215771361,0.803834745296917,0.446124799836631,0.503502074303977,0.343548309322608,0.303953949267034,0.91044776119403,0.747179582023303,0.421052631578947,0.522278186749322,0.402439024390244,0.365313653136531
"NPNT","human","Sst Chodl","NPNT",0.784,NA,NA,0.568,NA,NA,0.685980477239278,0.11029558678939,0.0729628611115732,0.0246517038346965,0.0109253626172442,0.0821393598231689,0.671641791044776,0.0942297022378398,0.105263157894737,0.0325455249903138,0.0121951219512195,0.0972133859269627
"NAV3.2","human_marmoset_mouse","Sst Chodl","NAV3",0.784,0.794,0.895,0.568,0.588,0.79,2.98443289635694,2.31843114317565,2.61138170413062,1.94603828037133,3.42283963005814,2.49888707735813,1,0.983262437580914,1,0.981531706057084,1,0.98702124952284
"TMEM132D.1","human","Sst Chodl","TMEM132D",0.784,NA,NA,0.568,NA,NA,2.70468034227412,1.61895375638633,1.5807790732722,1.26353184078989,1.20472493295672,0.858202486106085,1,0.788329942666913,0.947368421052632,0.745834947694692,0.841463414634146,0.523349026593714
"NCOA2","human","Sst Chodl","NCOA2",0.784,NA,NA,0.568,NA,NA,2.19165776397628,1.68582074000792,1.52019702469469,1.33160648493554,1.04163133371463,1.21969198218747,1,0.979563528759016,1,0.930388738215162,0.871951219512195,0.91118462908767
"PACRG","human_marmoset","Sst Chodl","PACRG",0.78,0.732,NA,0.56,0.464,NA,1.87479219285414,1.15662808404832,1.09384849527261,0.522811871880825,0.439902053859101,0.65247735574019,0.955223880597015,0.810430922877751,0.842105263157895,0.460932455120754,0.451219512195122,0.599567374984095
"EMB","human_marmoset","Sst Chodl","EMB",0.78,0.701,NA,0.56,0.402,NA,0.84329145909081,0.298282194823639,0.465316542657047,0.108798834402237,0.208535231211891,0.260117467838781,0.835820895522388,0.334751248381727,0.526315789473684,0.142580395195661,0.274390243902439,0.319760783814735
"PAK3","human","Sst Chodl","PAK3",0.779,NA,NA,0.558,NA,NA,2.29435187675935,1.81015388747511,1.40644578716571,1.14109150918079,1.24266816288502,1.49170765241411,1,0.982800073978176,0.947368421052632,0.882345344181842,0.896341463414634,0.951266064384782
"SQLE","human","Sst Chodl","SQLE",0.777,NA,NA,0.554,NA,NA,0.794288686725874,0.213308271405878,0.291851444446293,0.125378598512529,0.342436592512889,0.182264434447188,0.746268656716418,0.264934344368411,0.421052631578947,0.164794007490637,0.396341463414634,0.230818170250668
"GRM7.2","human","Sst Chodl","GRM7",0.776,NA,NA,0.552,NA,NA,3.25352826597295,2.00298135906971,1.49414032644217,1.62280627649074,2.59027824073276,2.16923891391653,1,0.840022193452931,0.842105263157895,0.813379826940462,0.951219512195122,0.861814480213768
"ERICH3","human_marmoset","Sst Chodl","ERICH3",0.776,0.774,NA,0.552,0.548,NA,1.1156432654725,0.467008088838366,0.926407460150635,0.26437067562155,0.0253590431912175,0.0920809915149612,0.880597014925373,0.493896800443869,0.736842105263158,0.302208446338628,0.0365853658536585,0.120880519150019
"STARD4","human","Sst Chodl","STARD4",0.776,NA,NA,0.552,NA,NA,0.793745886066607,0.241482246906383,0.10944429166736,0.127839647261346,0.117306231822458,0.0419957218578937,0.776119402985075,0.294340669502497,0.157894736842105,0.169443368203539,0.152439024390244,0.0571319506298511
"PARP8.2","human","Sst Chodl","PARP8",0.776,NA,NA,0.552,NA,NA,1.75277925426133,1.09088532195727,0.825251406209425,0.692772313045543,0.592182040367398,0.553617151155484,1,0.813667468096911,0.684210526315789,0.621464548624564,0.615853658536585,0.561776307418247
"CMSS1","human","Sst Chodl","CMSS1",0.776,NA,NA,0.552,NA,NA,1.66844679068429,1.05255625040509,0.0729628611115732,0.0943014128202005,0.675308453818985,0.768713570129644,0.970149253731343,0.825873867209173,0.105263157894737,0.125403590339662,0.719512195121951,0.711540908512533
"MGAT4A","human","Sst Chodl","MGAT4A",0.775,NA,NA,0.55,NA,NA,1.02572695332116,0.444191819782258,0.443976273809249,0.320921633748435,0.539804427685947,0.280211942896814,0.895522388059702,0.467542075087849,0.578947368421053,0.36910758104094,0.597560975609756,0.336811299147474
"KMT2C","human","Sst Chodl","KMT2C",0.775,NA,NA,0.55,NA,NA,1.71164469033636,1.24011456779283,1.37296366878749,1.14044358076206,1.29199406864999,0.969286171374259,0.955223880597015,0.925466987238765,0.947368421052632,0.895260235051014,0.932926829268293,0.826822750986131
"C11orf80","human","Sst Chodl","C11orf80",0.774,NA,NA,0.548,NA,NA,1.24523315682289,0.68143566871768,0.586505231761997,0.448444212620615,0.257899567363018,0.230695398314711,0.940298507462687,0.664139078971703,0.631578947368421,0.470618623272633,0.298780487804878,0.274207914492938
"B2M","human","Sst Chodl","B2M",0.772,NA,NA,0.544,NA,NA,0.913951633051796,0.232549928779363,0.0729628611115732,0.129918926826072,0.364460485274948,0.122939452348191,0.73134328358209,0.276493434436841,0.105263157894737,0.171509750742606,0.408536585365854,0.161343682402341
"NENF","human","Sst Chodl","NENF",0.772,NA,NA,0.544,NA,NA,0.632071247194833,0.158601443312984,0.0364814305557866,0.0281631448840643,0.988430990751697,0.542508277567714,0.716417910447761,0.207416312187905,0.0526315789473684,0.0391321193335916,0.810975609756098,0.556050388090088
"SPECC1","human","Sst Chodl","SPECC1",0.77,NA,NA,0.54,NA,NA,1.88639537479333,1.30748424488178,0.407494843253462,0.871649573651913,0.798699653451899,0.883611624024459,0.985074626865672,0.901331607175883,0.473684210526316,0.722975590856257,0.731707317073171,0.720320651482377
"SYT13","human","Sst Chodl","SYT13",0.768,NA,NA,0.536,NA,NA,0.945783000649943,0.417547107052717,0.443976273809249,0.216391054852873,0.627138462729884,0.625311086131404,0.895522388059702,0.467264656926207,0.526315789473684,0.275991217874209,0.646341463414634,0.62934215549052
"PTPRN2.1","human_marmoset","Sst Chodl","PTPRN2",0.768,0.81,NA,0.536,0.62,NA,2.41565845733047,1.99628263143274,2.18729205767229,1.56927070267194,2.163010463049,2.26423916242928,1,0.995098945810986,1,0.959188944853416,1,0.998854816134368
"AOX1","human","Sst Chodl","AOX1",0.766,NA,NA,0.532,NA,NA,0.558811963346281,0.0200033405278543,0,0.00322269126955418,0,0.010254297368002,0.552238805970149,0.0253375254299982,0,0.00464936071290198,0,0.0137422063875811
"LIN7A.2","human","Sst Chodl","LIN7A",0.766,NA,NA,0.532,NA,NA,1.23266133931891,0.543015115794887,0.188606259918743,0.390105532468316,0.797282365222887,0.451948208712744,0.895522388059702,0.467079711485112,0.210526315789474,0.407077360196306,0.664634146341463,0.385417992110956
"VPS13C","human","Sst Chodl","VPS13C",0.766,NA,NA,0.532,NA,NA,1.99647413094261,1.52045637723564,0.850642256169651,0.865543404164006,0.928500234915352,0.638029151106654,1,0.970223783983725,0.842105263157895,0.776184941237247,0.817073170731707,0.645120244305891
"HRH1","human","Sst Chodl","HRH1",0.765,NA,NA,0.53,NA,NA,0.696157390283176,0.1513443648335,0.0364814305557866,0.0289756941723968,0.0084530143970725,0.0649302177475664,0.671641791044776,0.159515442944331,0.0526315789473684,0.0402944595118171,0.0121951219512195,0.0773635322560122
"KLHL4","human","Sst Chodl","KLHL4",0.764,NA,NA,0.528,NA,NA,0.56533378158575,0.0758846201165281,0,0.0282883670136733,0.0084530143970725,0.0847012148027597,0.611940298507463,0.0886813390049935,0,0.0339661629859228,0.0121951219512195,0.108537981931543
"CFTR","human_marmoset","Sst Chodl","CFTR",0.763,0.936,NA,0.526,0.872,NA,0.617520461607638,0.0108168210644734,1.00426179471796,0.0261147551823119,0.127513405197895,0.0546487059790173,0.537313432835821,0.0144257444054004,0.894736842105263,0.0313831848120883,0.164634146341463,0.0638758111719048
"SPATA13","human","Sst Chodl","SPATA13",0.761,NA,NA,0.522,NA,NA,0.652341746958314,0.14460905025158,0.10944429166736,0.0404461330478904,0.122250928262801,0.0169290868685264,0.671641791044776,0.163676715368966,0.157894736842105,0.0541133927418313,0.146341463414634,0.0229036773126352
"RGS9","human","Sst Chodl","RGS9",0.761,NA,NA,0.522,NA,NA,0.488197784408241,0.0280894357543747,0.10944429166736,0.0101460929193577,0.391075858243064,0.193190337872351,0.552238805970149,0.0369890882189754,0.157894736842105,0.0143355288647811,0.463414634146341,0.211222801883191
"NCOA1","human","Sst Chodl","NCOA1",0.761,NA,NA,0.522,NA,NA,2.42199568002885,2.02423467717165,1.44091557494149,1.14045072226808,1.52967680540062,1.96243855573064,1,0.99602367301646,0.894736842105263,0.889448534159886,0.981707317073171,0.993383382109683
"GRK5","human_marmoset_mouse","Sst Chodl","GRK5",0.76,0.87,0.781,0.52,0.74,0.562,0.877595329840059,0.335657196758865,1.39661547626343,0.434143193328278,1.08331590524083,0.372167993444149,0.82089552238806,0.380340299611615,1,0.428257781221749,0.804878048780488,0.387326631887008
"PDE8B.2","human_marmoset","Sst Chodl","PDE8B",0.759,0.752,NA,0.518,0.504,NA,2.13380821886414,1.525461681411,1.4986003910977,0.918920882776032,1.20902648504924,1.04441561706577,1,0.906325134085445,1,0.748805372594602,0.884146341463415,0.767527675276753
"SLIT1.1","human_marmoset","Sst Chodl","SLIT1",0.758,0.71,NA,0.516,0.42,NA,0.796824493245208,0.270299472456894,0.877527815315229,0.415789902118627,0.469881131816767,0.184107503234656,0.776119402985075,0.272702052894396,0.789473684210526,0.419992251065478,0.518292682926829,0.215549052042245
"PLCB4.1","human_marmoset","Sst Chodl","PLCB4",0.758,0.974,NA,0.516,0.948,NA,1.56684925867083,0.95418887061524,2.05936992608732,0.477945324006573,1.27377373344718,0.860560504662778,0.940298507462687,0.751155909006843,1,0.457445434586078,0.896341463414634,0.748314034864487
"GNAQ","human","Sst Chodl","GNAQ",0.758,NA,NA,0.516,NA,NA,1.98391819751297,1.53507316035281,1.50523090703773,1.19007508123156,1.49714823826209,1.37681286371279,1,0.969021638616608,0.947368421052632,0.905721296655043,0.957317073170732,0.947067056877465
"L3MBTL4.2","human_mouse","Sst Chodl","L3MBTL4",0.757,NA,0.898,0.514,NA,0.796,1.94947734415705,1.01400355574829,1.11287722549226,0.618238181933749,1.27008691077318,0.0767712888490263,0.985074626865672,0.570371740336601,0.894736842105263,0.457574583494769,0.835365853658537,0.0909784959918565
"GABRB1.2","human_marmoset_mouse","Sst Chodl","GABRB1",0.757,0.746,0.916,0.514,0.492,0.832,2.65420935417858,2.12340459987771,2.13640077005688,1.57935524795319,2.79879770191595,1.69621743758522,1,0.975309783613834,1,0.925351930776185,1,0.908894261356407
"TENM1.3","human_mouse","Sst Chodl","TENM1",0.756,NA,0.791,0.512,NA,0.582,2.47031432850686,1.55342057230548,0.203747421626731,0.324010408400753,2.63459364129794,1.78901544001366,1,0.819308304050305,0.263157894736842,0.335141418055017,1,0.920473342664461
"FAM13A.1","human_marmoset","Sst Chodl","FAM13A",0.756,0.838,NA,0.512,0.676,NA,0.977534221396577,0.396410113813841,0.902264848433426,0.242229521001512,0.194426212311813,0.33287529906328,0.82089552238806,0.41732938783059,0.894736842105263,0.288776959834689,0.24390243902439,0.364041226619163
"RALGPS2","human","Sst Chodl","RALGPS2",0.756,NA,NA,0.512,NA,NA,1.35680538423434,0.775948668364602,0.77791383455015,0.464977569675858,0.44345895821613,0.602646535672199,0.970149253731343,0.708618457555021,0.684210526315789,0.483533514141806,0.49390243902439,0.602875683929253
"MPP6","human_mouse","Sst Chodl","MPP6",0.754,NA,0.766,0.508,NA,0.532,1.59984951732821,1.02388724466899,0.687007468861178,0.795062765917723,1.526257207064,0.914209949856511,0.985074626865672,0.792491215091548,0.684210526315789,0.684618364974816,0.981707317073171,0.757602748441278
"HELB","human","Sst Chodl","HELB",0.753,NA,NA,0.506,NA,NA,0.485224673555377,0.0513303117117615,0.167265991070945,0.142701897042394,0.0380385647868263,0.0381633024165009,0.567164179104478,0.0663029406325134,0.210526315789474,0.176675707090275,0.0548780487804878,0.0525512151673241
"ZDHHC20","human","Sst Chodl","ZDHHC20",0.753,NA,NA,0.506,NA,NA,1.27022409732225,0.725617062957961,0.729688006556774,0.737945422431282,1.06020811104483,0.818847937642392,0.940298507462687,0.702792676160533,0.736842105263158,0.695854320030996,0.908536585365854,0.755312380710014
"GNG4.1","human","Sst Chodl","GNG4",0.753,NA,NA,0.506,NA,NA,0.926853407696084,0.36915200373063,0.240228852182518,0.0490538751215275,0.445626924256123,0.214250888213393,0.805970149253731,0.358331792121324,0.315789473684211,0.0636704119850187,0.5,0.241633795648301
"SCN7A","human","Sst Chodl","SCN7A",0.753,NA,NA,0.506,NA,NA,0.762828373051224,0.258195272966034,0.371013412697676,0.0663825067301241,0.0084530143970725,0.0595053216652511,0.761194029850746,0.260588126502682,0.421052631578947,0.0803306212062508,0.0121951219512195,0.0731645247486958
"PGAP1","human","Sst Chodl","PGAP1",0.753,NA,NA,0.506,NA,NA,1.38597115910388,0.859928211256884,0.565818779756228,0.596850778658675,0.523071566419373,0.411547213491725,0.925373134328358,0.769188089513594,0.578947368421053,0.596797107064445,0.579268292682927,0.445858251685965
"SNAP25.2","human","Sst Chodl","SNAP25",0.753,NA,NA,0.506,NA,NA,2.58951455570145,2.16977829863007,1.80238035121436,1.65475853600062,1.8897983851835,2.57666801488822,1,0.997410763824672,1,0.979077876791941,0.98780487804878,1
"BCKDHB","human_marmoset","Sst Chodl","BCKDHB",0.751,0.887,NA,0.502,0.774,NA,1.30712684552806,0.730639250962294,1.29080238835854,0.386746391645868,0.818059144860029,0.890022981841447,0.895522388059702,0.673108932864805,0.947368421052632,0.419217357613328,0.76219512195122,0.764601094286805
"TMCC3","human_mouse","Sst Chodl","TMCC3",0.751,NA,0.842,0.502,NA,0.684,0.59202682087319,0.11973081068885,0.21888858333472,0.112745721728363,1.68147506933736,0.511014130774287,0.626865671641791,0.135472535601997,0.315789473684211,0.138447630117526,0.920731707317073,0.371675785723374
"MATN2","human_marmoset","Sst Chodl","MATN2",0.75,0.919,NA,0.5,0.838,NA,0.616892615857108,0.124568244641859,1.88005964173065,0.252191407391536,0.151836478652555,0.182828498464085,0.626865671641791,0.156463843166266,0.894736842105263,0.292134831460674,0.195121951219512,0.217712177121771
"SYN3.2","human_mouse","Sst Chodl","SYN3",0.748,NA,0.781,0.496,NA,0.562,1.93912750068505,1.1809571564948,0.827387900786544,0.794295457774491,1.36540106507071,0.660109244353772,1,0.750323654521916,0.842105263157895,0.647294330362908,0.914634146341463,0.60503880900878
"DENND3","human","Sst Chodl","DENND3",0.748,NA,NA,0.496,NA,NA,0.487217679415444,0.0717058975588258,0.276710282738304,0.195648656136297,0.158535334071263,0.0570630040032346,0.582089552238806,0.0977436656186425,0.368421052631579,0.251969520857549,0.201219512195122,0.0754548924799593
"SPOCK1.1","human","Sst Chodl","SPOCK1",0.748,NA,NA,0.496,NA,NA,2.26657536358568,1.43572638015645,2.01481659772276,1.59922640565265,0.7129781403051,1.79365341495149,1,0.791381542444979,1,0.910241508459254,0.567073170731707,0.921364041226619
"PSD3","human_mouse","Sst Chodl","PSD3",0.747,NA,0.804,0.494,NA,0.608,1.51481154714145,0.874790772139315,1.2492070763052,0.93886434736761,1.32656011078842,0.593772678187389,0.940298507462687,0.698169040133161,0.842105263157895,0.694821128761462,0.914634146341463,0.587352080417356
"LRFN5.1","human","Sst Chodl","LRFN5",0.747,NA,NA,0.494,NA,NA,2.70386783767696,2.10453860767011,2.06262263139816,1.65310208324404,2.85210825916066,2.5020664352499,1,0.961531348252266,1,0.932584269662921,1,0.968189337065784
"BTRC","human","Sst Chodl","BTRC",0.746,NA,NA,0.492,NA,NA,1.58827449228509,1.08591336327907,0.980178578441792,0.86339602666755,0.90516454479695,1.12630130165943,0.955223880597015,0.88339189938968,0.789473684210526,0.785096215936975,0.817073170731707,0.890316834202825
"LSS","human","Sst Chodl","LSS",0.745,NA,NA,0.49,NA,NA,0.796993060508174,0.285974833775694,0.203747421626731,0.0843209186678879,0.0894748404110685,0.0804668547382275,0.761194029850746,0.342888847789902,0.263157894736842,0.11481337982694,0.121951219512195,0.11031937905586
"RYR2.3","human","Sst Chodl","RYR2",0.745,NA,NA,0.49,NA,NA,2.87568656911878,2.16477477658779,1.63534879963548,1.37169198001244,2.01982473514553,1.69090220000573,1,0.960976511928981,1,0.845537905204701,1,0.955083343936888
"ABCA5","human","Sst Chodl","ABCA5",0.745,NA,NA,0.49,NA,NA,1.71815544672269,1.28286282758318,0.553420565476609,0.602427287044498,0.778036392100291,0.745285865393764,0.985074626865672,0.93249491400037,0.631578947368421,0.616298592276895,0.74390243902439,0.69627179030411
"ODF2L","human","Sst Chodl","ODF2L",0.744,NA,NA,0.488,NA,NA,1.39661817235579,0.877376470867641,0.450175380949058,0.223332438378268,0.136684608836774,0.213258906911208,0.940298507462687,0.791196597003884,0.526315789473684,0.279736536226269,0.182926829268293,0.2692454510752
"CRIM1","human","Sst Chodl","CRIM1",0.744,NA,NA,0.488,NA,NA,1.02493225907461,0.464659806651688,0.443976273809249,0.296488713448866,0.016906028794145,0.171299959739413,0.850746268656716,0.428611059737377,0.526315789473684,0.327263334624822,0.024390243902439,0.167578572337448
"C9orf3","human","Sst Chodl","C9orf3",0.744,NA,NA,0.488,NA,NA,1.8571236655735,1.36810171377008,1.01409210562024,0.888391153564279,1.02557356258118,1.04857882507132,0.985074626865672,0.934714259293508,0.789473684210526,0.772568771793878,0.847560975609756,0.857488230054714
"DNAJC10","human","Sst Chodl","DNAJC10",0.743,NA,NA,0.486,NA,NA,0.913783298219832,0.405945846117006,0.145925722223146,0.110721017838288,0.506883726867036,0.456931861974447,0.791044776119403,0.462641020898835,0.210526315789474,0.147100606999871,0.560975609756098,0.508334393688764
"FBXL2","human_marmoset","Sst Chodl","FBXL2",0.743,0.743,NA,0.486,0.486,NA,1.37558838407926,0.827812132409327,0.921037213903886,0.425205832539909,0.718617770607581,0.697400229506808,1,0.734510819308304,0.842105263157895,0.46364458220328,0.713414634146341,0.689018959155109
"NKAIN3.2","human_marmoset_mouse","Sst Chodl","NKAIN3",0.743,0.79,0.963,0.486,0.58,0.926,1.64790266331219,0.816088037649221,1.23908223985007,0.341739537379438,3.15894714760594,0.879725218609556,0.955223880597015,0.470501202145367,0.789473684210526,0.247320160144647,1,0.518004835220766
"GABRA2.1","human_marmoset_mouse","Sst Chodl","GABRA2",0.741,0.788,0.969,0.482,0.576,0.938,1.58629483557166,0.943948971665132,1.28162589429829,0.517733405693092,2.45731733682365,0.68664053240238,0.940298507462687,0.718882929535787,0.894736842105263,0.482629471780963,1,0.544853034737244
"KATNAL1","human","Sst Chodl","KATNAL1",0.741,NA,NA,0.482,NA,NA,0.827672111515749,0.356698615780345,0.449521564107029,0.25828439223121,0.21061405186415,0.202612318051987,0.805970149253731,0.413168115405955,0.473684210526316,0.31731886865556,0.274390243902439,0.262119862577936
"EXOC6B","human","Sst Chodl","EXOC6B",0.741,NA,NA,0.482,NA,NA,2.3052841344036,1.92907395937455,1.97086451654486,1.66243013252615,1.62723663682663,1.42678489527791,1,0.995561309413723,1,0.980627663696242,0.975609756097561,0.955083343936888
"RALYL.3","human_marmoset_mouse","Sst Chodl","RALYL",0.741,0.799,0.777,0.482,0.598,0.554,2.4856137849088,1.32412032654687,2.60054557387238,1.16729409777569,3.33093939390412,1.92946654688664,0.985074626865672,0.598575920103569,1,0.569288389513109,0.98780487804878,0.835984221911185
"GABRG1","human_marmoset_mouse","Sst Chodl","GABRG1",0.74,0.951,0.874,0.48,0.902,0.748,0.854965657253468,0.158934512461159,1.50826089923886,0.111297178201058,1.01943557235597,0.0551264946237263,0.597014925373134,0.152025152579989,0.947368421052632,0.127469972878729,0.786585365853659,0.0547143402468507
"GAB2.1","human","Sst Chodl","GAB2",0.74,NA,NA,0.48,NA,NA,1.59815853081251,1.00162502030325,0.963717751599482,0.695631808241701,1.20148803913988,1.27562272616407,0.955223880597015,0.789717033475125,0.842105263157895,0.627147100607,0.871951219512195,0.884972642829877
"FDFT1","human","Sst Chodl","FDFT1",0.74,NA,NA,0.48,NA,NA,0.768509269590195,0.277821168451033,0.145925722223146,0.118163114439364,0.426966736483614,0.271927736444806,0.73134328358209,0.331237285000925,0.210526315789474,0.1575616686039,0.50609756097561,0.325868431098104
"DMKN","human","Sst Chodl","DMKN",0.74,NA,NA,0.48,NA,NA,0.50187376548099,0.0778268515880968,0,0.00161134563477709,0.0126795215956088,0.00502727946200749,0.567164179104478,0.102737192528204,0,0.00232468035645099,0.0182926829268293,0.00725283114900115
"GLT1D1","human","Sst Chodl","GLT1D1",0.74,NA,NA,0.48,NA,NA,0.781218577249622,0.320922714396266,0.516939134920822,0.313820373043428,0.618369061725592,0.34885425439418,0.776119402985075,0.377843536156834,0.578947368421053,0.374919281932068,0.615853658536585,0.403359206005853
"FANCL","human_marmoset","Sst Chodl","FANCL",0.739,0.706,NA,0.478,0.412,NA,0.894766967037852,0.402653850717432,0.830130848214913,0.424698655593595,0.147609971454019,0.113370535247389,0.82089552238806,0.433327168485297,0.789473684210526,0.454345860777476,0.195121951219512,0.144802137676549
"ADCY5","human_mouse","Sst Chodl","ADCY5",0.737,NA,0.737,0.474,NA,0.474,0.948083757065275,0.423224726311523,0.705545394839565,0.378706970839531,0.761925693508646,0.29755644179863,0.791044776119403,0.47688181986314,0.684210526315789,0.432777993025959,0.74390243902439,0.362641557450057
"SHISA6.2","human","Sst Chodl","SHISA6",0.736,NA,NA,0.472,NA,NA,1.89364413548707,1.11840470381835,0.560435682434101,0.950212094121486,1.51714284803926,0.974567074137038,0.955223880597015,0.685870168300351,0.421052631578947,0.584527960738732,0.884146341463415,0.552996564448403
"CAMK4.1","human","Sst Chodl","CAMK4",0.736,NA,NA,0.472,NA,NA,1.71535604406156,1.04998238859495,1.02368797703045,0.704973298550615,0.997531232429849,0.642176874358693,0.940298507462687,0.731459219530239,0.894736842105263,0.602092212320806,0.780487804878049,0.548415828985876
"GSG1L","human_marmoset","Sst Chodl","GSG1L",0.736,0.877,NA,0.472,0.754,NA,0.532910206401584,0.103659332353961,1.01940295642595,0.0593541841860242,0.151760731579393,0.133821094969974,0.582089552238806,0.120491954873312,0.789473684210526,0.0698695596022214,0.195121951219512,0.151545998218603
