"","conservation","cluster","gene","human_AUC","marmoset_AUC","mouse_AUC","human_power","marmoset_power","mouse_power","human_avg.1","human_avg.2","marmoset_avg.1","marmoset_avg.2","mouse_avg.1","mouse_avg.2","human_prop.1","human_prop.2","marmoset_prop.1","marmoset_prop.2","mouse_prop.1","mouse_prop.2"
"NT5DC1","human","Pvalb","NT5DC1",0.708,NA,NA,0.416,NA,NA,0.909342487447147,0.432957146244334,0.332689705965195,0.157634606744638,0.362643574441636,0.326199759701497,0.763964720705586,0.435411764705882,0.383275261324042,0.189900662251656,0.430639324487334,0.379575805184603
"MROH1","human","Pvalb","MROH1",0.708,NA,NA,0.416,NA,NA,0.838865320955928,0.431916536440188,0.681518953672508,0.468136577940113,0.631455317436004,0.359050595972357,0.800503989920202,0.487294117647059,0.679442508710801,0.504801324503311,0.659831121833534,0.42152395915161
"PIP4K2A","human","Pvalb","PIP4K2A",0.707,NA,NA,0.414,NA,NA,0.827225254204274,0.364505491460574,0.734327085800493,0.413504341717033,0.417547071402647,0.26493480612297,0.724905501889962,0.392823529411765,0.706155632984901,0.436920529801325,0.472255729794934,0.31044776119403
"LPCAT4","human","Pvalb","LPCAT4",0.707,NA,NA,0.414,NA,NA,0.775269204588254,0.35453771809847,0.420931916214267,0.215187804658422,0.2329650755455,0.139733842346865,0.73792524149517,0.413294117647059,0.484901277584204,0.266390728476821,0.30940892641737,0.187117046347211
"STK39","human","Pvalb","STK39",0.707,NA,NA,0.414,NA,NA,1.34249835035938,0.889395878397948,0.739887205597506,0.457337278548905,1.0045277999143,0.696772352342335,0.906761864762705,0.780235294117647,0.698606271777004,0.464569536423841,0.834740651387214,0.663000785545954
"ACSL6","human","Pvalb","ACSL6",0.707,NA,NA,0.414,NA,NA,1.1878529682518,0.764894795582953,0.64035258131196,0.302945285454995,0.704574639561536,0.393940834480315,0.927761444771105,0.718588235294118,0.672473867595819,0.364569536423841,0.708685162846803,0.45655930871956
"BEND6","human","Pvalb","BEND6",0.706,NA,NA,0.412,NA,NA,1.20968369417157,0.74935998354331,0.748327684594412,0.630703041167514,1.22034176863139,0.816182287260402,0.904241915161697,0.680823529411765,0.70150987224158,0.608774834437086,0.90108564535585,0.733699921445405
"NTRK3","human_mouse","Pvalb","NTRK3",0.706,NA,0.834,0.412,NA,0.668,1.8855310224246,1.33424359251218,1.49135509085328,1.27853202394364,2.36214679808807,1.25936156041877,0.98740025199496,0.847176470588235,0.939605110336818,0.869039735099338,0.981905910735826,0.766535742340927
"HTR4","human_marmoset","Pvalb","HTR4",0.705,0.737,NA,0.41,0.474,NA,0.688403988652296,0.168856748264221,0.767244460215844,0.207583030020864,0.167414279767009,0.24211320262313,0.54304913901722,0.139882352941176,0.647502903600465,0.215397350993377,0.181544028950543,0.208798114689709
"KATNAL2","human","Pvalb","KATNAL2",0.705,NA,NA,0.41,NA,NA,0.660217059843599,0.230053517661862,0.0183490640146955,0.0219603027469604,0.0613294158852569,0.0935934364511718,0.634187316253675,0.265176470588235,0.0261324041811847,0.0301324503311258,0.0790108564535585,0.1172034564022
"ZNF804B","human","Pvalb","ZNF804B",0.704,NA,NA,0.408,NA,NA,1.76866727723859,0.859306803250492,1.77118203555641,1.05647875936692,2.02738734733026,1.25391221105586,0.776984460310794,0.483411764705882,0.753774680603949,0.566887417218543,0.794330518697226,0.546739984289081
"SPATS2L","human_marmoset","Pvalb","SPATS2L",0.704,0.739,NA,0.408,0.478,NA,1.43749384316022,0.86525165400942,1.29598669042915,0.70500508900399,0.541228903844919,0.685230420327658,0.910541789164217,0.647176470588235,0.887340301974448,0.620364238410596,0.542822677925211,0.593872741555381
"GALNT7","human_marmoset","Pvalb","GALNT7",0.704,0.785,NA,0.408,0.57,NA,1.49349790987834,1.01512165409414,1.03600868251697,0.357453893976721,0.673104051219337,0.720184889741546,0.956740865182696,0.795058823529412,0.824622531939605,0.368708609271523,0.640530759951749,0.63770620581304
"SCN8A","human_marmoset_mouse","Pvalb","SCN8A",0.704,0.723,0.76,0.408,0.446,0.52,1.81272060128493,1.45003567000429,1.53763247107097,1.10803176587232,1.77144313904775,1.27754004592648,0.988660226795464,0.960470588235294,0.977932636469222,0.889403973509934,0.987334137515078,0.925844461901021
"CEMIP","human_marmoset_mouse","Pvalb","CEMIP",0.702,0.713,0.891,0.404,0.426,0.782,0.567242217288966,0.0866238984192469,0.651551296099292,0.134552268913326,1.59220819493066,0.242456465018771,0.489710205795884,0.106941176470588,0.549361207897793,0.150827814569536,0.876357056694813,0.238020424194815
"FAM13A","human","Pvalb","FAM13A",0.702,NA,NA,0.404,NA,NA,0.740496895420702,0.304605959484662,0.286581500482191,0.231661071093482,0.572398412826791,0.266915366172916,0.68332633347333,0.346,0.337979094076655,0.276655629139073,0.57599517490953,0.3057344854674
"FLRT3","human","Pvalb","FLRT3",0.702,NA,NA,0.404,NA,NA,0.647741836361841,0.226224383073324,0.336356631315672,0.188599029933255,0.418615586105383,0.55000186351863,0.625367492650147,0.256941176470588,0.382694541231127,0.232119205298013,0.466224366706876,0.563864886095837
